,Long,Lat,Stn_Name,Clim_ID,Prov_or_Ter,Tm,DwTm,Tx,DwTx,Tn,DwTn,P,DwP,Pd,HDD,CDD,year,month,province_full_name,region
55598,-111.45,49.734,BOW ISLAND,3030768,AB,-11.6,0.0,13.4,0.0,-35.0,0.0,11.8,0.0,4.0,916.2,0.0,2021,12,Alberta,Western
55602,-111.849,50.555,BROOKS,3030QLP,AB,-13.3,0.0,13.3,0.0,-37.3,0.0,7.2,0.0,1.0,971.6,0.0,2021,12,Alberta,Western
55603,-114.013,51.123,CALGARY INTL A,3031092,AB,-12.3,1.0,13.3,1.0,-32.9,1.0,22.6,0.0,8.0,909.7,0.0,2021,12,Alberta,Western
55607,-113.376,49.001,CARWAY,3031402,AB,-10.0,0.0,15.0,0.0,-37.6,0.0,26.2,0.0,8.0,867.5,0.0,2021,12,Alberta,Western
55619,-110.261,49.989,IRVINE AGCM,3033550,AB,-12.0,0.0,15.4,0.0,-37.5,0.0,8.0,1.0,3.0,928.5,0.0,2021,12,Alberta,Western
55633,-112.983,50.606,QUEENSTOWN,3035340,AB,-12.6,0.0,7.0,0.0,-36.5,0.0,10.0,0.0,4.0,948.9,0.0,2021,12,Alberta,Western
55637,-112.683,49.483,RAYMOND AGDM,3035422,AB,-10.0,0.0,17.6,0.0,-33.5,0.0,11.4,8.0,5.0,867.2,0.0,2021,12,Alberta,Western
55640,-110.917,49.917,SEVEN PERSONS AGDM,3035845,AB,-12.2,0.0,15.8,0.0,-36.9,0.0,16.9,0.0,3.0,936.8,0.0,2021,12,Alberta,Western
55645,-112.124,49.792,TABER,3036360,AB,-6.2,26.0,11.0,23.0,-21.0,22.0,8.0,23.0,2.0,120.8,0.0,2021,12,Alberta,Western
55650,-113.961,50.729,OKOTOKS,303M9JM,AB,-12.6,0.0,11.5,0.0,-36.5,0.0,10.2,0.0,3.0,948.4,0.0,2021,12,Alberta,Western
55660,-115.552,51.193,BANFF CS,3050519,AB,-14.1,0.0,5.5,0.0,-37.2,0.0,51.6,0.0,10.0,995.9,0.0,2021,12,Alberta,Western
55661,-114.175,49.468,BEAVER MINES,3050602,AB,-9.9,0.0,11.9,0.0,-33.4,0.0,40.4,0.0,10.0,864.5,0.0,2021,12,Alberta,Western
55664,-118.03,52.926,JASPER WARDEN,3053536,AB,-15.1,0.0,2.9,0.0,-39.5,0.0,41.3,0.0,10.0,1025.2,0.0,2021,12,Alberta,Western
55671,-113.382,54.635,ATHABASCA AGCM,3060330,AB,-17.2,0.0,6.5,0.0,-40.0,0.0,8.5,25.0,2.0,1091.2,0.0,2021,12,Alberta,Western
55678,-116.453,53.58,EDSON CLIMATE,3062246,AB,-17.1,0.0,7.0,0.0,-43.1,0.0,34.3,0.0,9.0,1088.1,0.0,2021,12,Alberta,Western
55680,-115.062,53.614,EVANSBURG2 AGCM,3062476,AB,-18.1,0.0,6.8,0.0,-43.7,0.0,26.7,0.0,9.0,1118.5,0.0,2021,12,Alberta,Western
55682,-111.213,56.651,FORT MCMURRAY CS,3062696,AB,-22.0,0.0,-0.5,0.0,-40.8,0.0,23.0,0.0,5.0,1238.5,0.0,2021,12,Alberta,Western
55691,-111.7,54.5,RICH LAKE AGDM,3065475,AB,-19.8,0.0,6.3,0.0,-44.5,0.0,23.1,0.0,7.0,1172.0,0.0,2021,12,Alberta,Western
55693,-114.777,55.293,SLAVE LAKE,3065995,AB,-17.3,0.0,7.3,0.0,-35.9,0.0,10.4,1.0,3.0,1094.7,0.0,2021,12,Alberta,Western
55698,-119.396,55.197,BEAVERLODGE RCS,3070600,AB,-15.8,0.0,6.2,0.0,-37.8,0.0,26.6,0.0,7.0,1048.3,0.0,2021,12,Alberta,Western
55703,-118.439,56.081,FAIRVIEW AGDM,3072525,AB,-20.0,0.0,5.0,0.0,-42.4,0.0,13.8,2.0,6.0,1176.9,0.0,2021,12,Alberta,Western
55704,-111.117,58.767,FORT CHIPEWYAN,3072655,AB,-24.9,0.0,-7.4,0.0,-39.3,0.0,2.5,0.0,0.0,1330.7,0.0,2021,12,Alberta,Western
55706,-116.04,58.382,FORT VERMILION,3072723,AB,-24.7,0.0,-8.6,0.0,-40.8,0.0,8.0,0.0,4.0,1324.6,0.0,2021,12,Alberta,Western
55707,-118.885,55.18,GRANDE PRAIRIE A,3072921,AB,-18.2,1.0,6.5,1.0,-44.4,1.0,29.6,0.0,11.0,1086.5,0.0,2021,12,Alberta,Western
55708,-117.298,57.265,HAWK HILLS AGCM,3073071,AB,-23.1,0.0,-2.5,0.0,-41.9,0.0,8.4,0.0,1.0,1274.6,0.0,2021,12,Alberta,Western
55709,-117.165,58.622,HIGH LEVEL A,3073140,AB,-24.9,0.0,-5.9,0.0,-39.4,0.0,3.4,0.0,2.0,1329.3,0.0,2021,12,Alberta,Western
55717,-117.448,56.227,PEACE RIVER A,3075041,AB,-19.9,1.0,5.3,1.0,-40.2,1.0,3.7,0.0,1.0,1138.0,0.0,2021,12,Alberta,Western
55723,-119.345,56.076,SAVANNA AGCM,3075770,AB,-18.0,0.0,5.0,0.0,-37.9,0.0,13.7,18.0,7.0,1114.9,0.0,2021,12,Alberta,Western
55728,-110.283,54.417,COLD LAKE A,3081680,AB,-18.8,0.0,5.9,0.0,-40.6,0.0,30.8,0.0,7.0,1141.0,0.0,2021,12,Alberta,Western
55730,-104.71,50.201,BRATT'S LAKE CLIMATE,4010811,SK,-14.7,0.0,6.1,0.0,-37.4,0.0,7.9,0.0,4.0,1015.2,0.0,2021,12,Saskatchewan,Western
55735,-102.967,49.217,ESTEVAN,4012410,SK,-14.0,0.0,8.5,0.0,-35.6,0.0,22.1,0.0,6.0,992.2,0.0,2021,12,Saskatchewan,Western
55737,-103.753,51.257,KELLIHER,4013660,SK,-17.1,0.0,4.5,0.0,-39.0,0.0,32.4,0.0,6.0,1087.4,0.0,2021,12,Saskatchewan,Western
55738,-102.733,50.2,KIPLING,4014040,SK,-14.8,0.0,4.5,0.0,-38.5,0.0,27.0,0.0,6.0,1017.3,0.0,2021,12,Saskatchewan,Western
55739,-105.25,51.417,LAST MOUNTAIN CS,4014156,SK,-16.7,0.0,5.6,0.0,-42.9,0.0,17.8,0.0,5.0,1075.6,0.0,2021,12,Saskatchewan,Western
55740,-104.633,52.0,LEROY,4014322,SK,-17.8,0.0,3.5,0.0,-42.0,0.0,29.2,0.0,5.0,1111.2,0.0,2021,12,Saskatchewan,Western
55742,-105.538,50.332,MOOSE JAW CS,4015322,SK,-13.9,0.0,8.2,0.0,-37.6,0.0,11.5,0.0,5.0,989.1,0.0,2021,12,Saskatchewan,Western
55744,-102.117,49.317,OXBOW,4015800,SK,-13.4,4.0,6.0,4.0,-35.0,4.0,14.0,4.0,6.0,847.4,0.0,2021,12,Saskatchewan,Western
55746,-103.983,50.567,QU'APPELLE 1,4016322,SK,-14.8,0.0,5.0,0.0,-37.5,0.0,41.6,0.0,5.0,1017.7,0.0,2021,12,Saskatchewan,Western
55750,-104.183,49.817,YELLOW GRASS NORTH,4019041,SK,-14.0,0.0,8.0,0.0,-37.8,0.0,14.3,0.0,3.0,993.4,0.0,2021,12,Saskatchewan,Western
55751,-102.464,51.265,YORKTON,4019073,SK,-16.4,0.0,5.0,0.0,-37.8,0.0,17.0,0.0,6.0,1067.3,0.0,2021,12,Saskatchewan,Western
55755,-105.946,49.729,ASSINIBOIA AIRPORT,4020286,SK,-13.8,0.0,8.4,0.0,-35.5,0.0,12.1,0.0,4.0,986.9,0.0,2021,12,Saskatchewan,Western
55756,-107.311,50.832,BEECHY,4020560,SK,-14.5,0.0,6.5,0.0,-41.0,0.0,28.2,0.0,8.0,1008.3,0.0,2021,12,Saskatchewan,Western
55757,-106.583,51.133,ELBOW CS,4022359,SK,-14.6,0.0,6.6,0.0,-38.7,0.0,20.0,0.0,6.0,1010.9,0.0,2021,12,Saskatchewan,Western
55759,-109.466,49.903,MAPLE CREEK,4024919,SK,-12.2,0.0,16.6,0.0,-40.6,0.0,11.8,0.0,4.0,935.5,0.0,2021,12,Saskatchewan,Western
55763,-107.733,50.267,SWIFT CURRENT CDA,4028060,SK,-14.3,0.0,11.0,0.0,-39.1,0.0,15.0,0.0,5.0,1000.2,0.0,2021,12,Saskatchewan,Western
55764,-109.501,50.909,LEADER AIRPORT,402DAF0,SK,-15.8,0.0,10.2,0.0,-42.6,0.0,17.8,0.0,8.0,1048.7,0.0,2021,12,Saskatchewan,Western
55765,-105.483,49.05,CORONACH SPC,40318MN,SK,-13.0,0.0,10.6,0.0,-35.1,0.0,12.9,0.0,4.0,961.8,0.0,2021,12,Saskatchewan,Western
55770,-107.586,49.058,VAL MARIE SOUTHEAST,4038412,SK,-15.3,0.0,13.4,0.0,-38.9,0.0,12.1,0.0,4.0,1033.0,0.0,2021,12,Saskatchewan,Western
55771,-109.2,53.45,BUTTE ST PIERRE,4041000,SK,-19.6,0.0,4.0,0.0,-41.0,0.0,19.4,0.0,4.0,1166.7,0.0,2021,12,Saskatchewan,Western
55773,-109.181,51.515,KINDERSLEY A,4043901,SK,-16.7,1.0,6.5,1.0,-39.2,1.0,7.8,1.0,4.0,1040.3,0.0,2021,12,Saskatchewan,Western
55775,-108.256,52.772,NORTH BATTLEFORD RCS,4045607,SK,-17.8,0.0,7.8,0.0,-38.1,0.0,13.4,0.0,4.0,1110.2,0.0,2021,12,Saskatchewan,Western
55777,-107.917,51.567,ROSETOWN EAST,4046884,SK,-16.8,0.0,6.4,0.0,-39.3,0.0,10.6,0.0,3.0,1079.6,0.0,2021,12,Saskatchewan,Western
55778,-108.835,52.36,SCOTT CDA,4047240,SK,-17.9,0.0,7.2,0.0,-39.1,0.0,12.8,0.0,4.0,1113.0,0.0,2021,12,Saskatchewan,Western
55781,-104.6,52.817,MELFORT,4055079,SK,-18.3,0.0,4.6,0.0,-38.1,0.0,20.9,0.0,6.0,1126.7,0.0,2021,12,Saskatchewan,Western
55783,-105.15,52.417,PILGER,4056121,SK,-17.7,0.0,4.9,0.0,-37.7,0.0,12.1,0.0,3.0,1105.3,0.0,2021,12,Saskatchewan,Western
55785,-105.677,53.21,PRINCE ALBERT GLASS FIELD,4056243,SK,-19.1,0.0,6.1,0.0,-41.2,0.0,22.0,0.0,6.0,1148.9,0.0,2021,12,Saskatchewan,Western
55787,-106.719,52.174,SASKATOON RCS,4057165,SK,-18.0,1.0,2.8,1.0,-39.7,1.0,9.9,1.0,3.0,1080.7,0.0,2021,12,Saskatchewan,Western
55788,-108.421,55.841,BUFFALO NARROWS (AUT),4060983,SK,-20.8,0.0,-2.3,0.0,-37.8,0.0,34.2,0.0,7.0,1202.1,0.0,2021,12,Saskatchewan,Western
55790,-104.483,58.083,CIGAR LAKE,4061570,SK,-28.2,0.0,-9.0,0.0,-44.0,0.0,21.0,0.0,10.0,1433.5,0.0,2021,12,Saskatchewan,Western
55792,-103.7,58.183,COLLINS BAY CAMECO,4061632,SK,-25.5,0.0,-14.5,0.0,-35.0,0.0,57.8,0.0,11.0,1348.2,0.0,2021,12,Saskatchewan,Western
55793,-102.35,55.533,ISLAND FALLS (AUT),4063605,SK,-22.2,0.0,-8.5,0.0,-40.6,0.0,53.0,0.0,12.0,1246.6,0.0,2021,12,Saskatchewan,Western
55795,-105.6,57.25,KEY LAKE,4063753,SK,-25.7,0.0,-9.1,0.0,-44.6,0.0,24.5,0.0,9.0,1353.3,0.0,2021,12,Saskatchewan,Western
55798,-105.267,55.151,LA RONGE A,4064155,SK,-21.7,0.0,-3.3,0.0,-40.2,0.0,22.1,0.0,7.0,1229.2,0.0,2021,12,Saskatchewan,Western
55799,-109.138,54.02,LOON LAKE RCS,4064620,SK,-18.4,0.0,7.4,0.0,-39.4,0.0,20.3,0.0,4.0,1127.1,0.0,2021,12,Saskatchewan,Western
55801,-103.283,56.333,SOUTHEND,4067655,SK,-23.6,0.0,-8.8,0.0,-39.1,0.0,67.6,0.0,13.0,1289.7,0.0,2021,12,Saskatchewan,Western
55802,-107.55,53.367,SPIRITWOOD WEST,4067723,SK,-18.6,0.0,5.6,0.0,-39.9,0.0,21.5,0.0,4.0,1133.2,0.0,2021,12,Saskatchewan,Western
55804,-106.067,53.917,WASKESIU LAKE,4068559,SK,-18.8,0.0,3.8,0.0,-37.5,0.0,26.9,0.0,6.0,1139.9,0.0,2021,12,Saskatchewan,Western
55805,-108.517,54.133,MEADOW LAKE,406N0NM,SK,-20.2,2.0,-1.5,2.0,-38.3,2.0,21.6,2.0,3.0,1106.7,0.0,2021,12,Saskatchewan,Western
55807,-104.008,53.333,NIPAWIN,4075525,SK,-19.6,0.0,4.3,0.0,-43.2,0.0,12.3,1.0,3.0,1165.8,0.0,2021,12,Saskatchewan,Western
55809,-102.317,52.817,HUDSON BAY(AUT),4083324,SK,-18.4,0.0,3.2,0.0,-36.9,0.0,28.8,0.0,7.0,1127.0,0.0,2021,12,Saskatchewan,Western
55810,-99.292,49.276,BALDUR,5010140,MB,-13.0,0.0,5.0,0.0,-33.5,0.0,45.0,0.0,6.0,960.3,0.0,2021,12,Manitoba,Western
55811,-99.952,49.91,BRANDON A,5010481,MB,-15.6,0.0,4.9,0.0,-36.3,0.0,27.8,0.0,7.0,1040.1,0.0,2021,12,Manitoba,Western
55813,-99.357,49.906,CARBERRY CS,5010547,MB,-14.2,0.0,6.5,0.0,-35.0,0.0,20.8,0.0,4.0,996.9,0.0,2021,12,Manitoba,Western
55815,-101.203,49.927,ELKHORN 2 EAST,5010QFQ,MB,-13.9,0.0,6.0,0.0,-34.0,0.0,32.2,0.0,5.0,988.9,0.0,2021,12,Manitoba,Western
55819,-101.363,51.183,ROBLIN,5012469,MB,-17.2,0.0,5.5,0.0,-39.9,0.0,11.7,0.0,5.0,1091.1,0.0,2021,12,Manitoba,Western
55823,-100.986,49.281,MELITA,501A7AR,MB,-14.4,0.0,6.9,0.0,-35.4,0.0,21.5,0.0,5.0,1004.0,0.0,2021,12,Manitoba,Western
55828,-97.238,49.0,EMERSON AUTO,5020881,MB,-12.4,0.0,4.8,0.0,-37.2,0.0,17.8,0.0,5.0,941.5,0.0,2021,12,Manitoba,Western
55831,-96.901,49.518,KLEEFELD (MAFRI),5021500,MB,-13.0,1.0,5.3,1.0,-36.7,1.0,18.8,1.0,5.0,930.4,0.0,2021,12,Manitoba,Western
55832,-97.807,50.013,MARQUETTE,5021695,MB,-11.9,5.0,7.0,5.0,-33.0,5.0,20.4,5.0,4.0,777.8,0.0,2021,12,Manitoba,Western
55833,-98.084,49.188,MORDEN CDA CS,5021849,MB,-11.5,0.0,7.0,0.0,-30.3,0.0,25.8,0.0,5.0,915.6,0.0,2021,12,Manitoba,Western
55838,-95.598,49.024,SPRAGUE,5022759,MB,-12.5,0.0,6.5,0.0,-37.2,0.0,21.2,0.0,7.0,945.7,0.0,2021,12,Manitoba,Western
55839,-97.167,50.117,STONY MOUNTAIN,5022791,MB,-13.1,0.0,6.0,0.0,-36.0,0.0,13.0,0.0,3.0,965.3,0.0,2021,12,Manitoba,Western
55848,-97.555,51.083,FISHER BRANCH (AUT),50309J6,MB,-15.1,0.0,3.8,0.0,-33.6,0.0,8.7,0.0,2.0,1026.4,0.0,2021,12,Manitoba,Western
55850,-97.05,50.633,GIMLI CLIMATE,5031042,MB,-14.6,0.0,5.3,0.0,-36.7,0.0,11.3,0.0,2.0,1009.3,0.0,2021,12,Manitoba,Western
55851,-95.977,50.522,GREAT FALLS CLIMATE,5031201,MB,-13.1,0.0,4.4,0.0,-33.1,0.0,13.7,0.0,4.0,965.2,0.0,2021,12,Manitoba,Western
55852,-95.197,49.624,INDIAN BAY,5031320,MB,-12.3,0.0,5.5,0.0,-35.0,0.0,30.0,0.0,11.0,939.5,0.0,2021,12,Manitoba,Western
55853,-99.268,53.186,GRAND RAPIDS (AUT),5031A10,MB,-18.7,0.0,-0.7,0.0,-38.5,0.0,30.2,0.0,8.0,1137.4,0.0,2021,12,Manitoba,Western
55858,-100.057,51.1,DAUPHIN CS,5040681,MB,-14.7,0.0,5.7,0.0,-32.5,0.0,12.0,0.0,2.0,1013.3,0.0,2021,12,Manitoba,Western
55861,-101.098,52.666,MAFEKING,5041685,MB,-15.8,9.0,4.0,9.0,-37.5,9.0,8.0,9.0,5.0,744.4,0.0,2021,12,Manitoba,Western
55862,-99.53,50.712,MCCREARY,5043158,MB,-13.3,0.0,7.8,0.0,-32.6,0.0,7.5,0.0,2.0,969.5,0.0,2021,12,Manitoba,Western
55864,-101.233,52.115,SWAN RIVER RCS,504K80K,MB,-17.0,0.0,4.3,0.0,-36.2,0.0,15.5,0.0,5.0,1085.8,0.0,2021,12,Manitoba,Western
55868,-101.1,53.967,THE PAS CLIMATE,5052890,MB,-20.1,0.0,-4.3,0.0,-39.0,0.0,21.6,1.0,7.0,1180.2,0.0,2021,12,Manitoba,Western
55871,-94.067,58.733,CHURCHILL CLIMATE,5060608,MB,-22.8,1.0,-5.6,1.0,-37.4,1.0,16.9,1.0,2.0,1224.3,0.0,2021,12,Manitoba,Western
55880,-97.844,53.958,NORWAY HOUSE,5062040,MB,-19.6,0.0,-0.7,0.0,-36.4,0.0,1.9,0.0,1.0,1165.1,0.0,2021,12,Manitoba,Western
55884,-97.863,55.805,THOMPSON A,5062921,MB,-24.9,1.0,-8.9,1.0,-40.5,1.0,53.5,0.0,12.0,1288.4,0.0,2021,12,Manitoba,Western
55888,-93.221,50.631,EAR FALLS (AUT),6012199,ON,-13.7,0.0,2.8,0.0,-30.1,0.0,20.6,0.0,6.0,983.2,0.0,2021,12,Ontario,Central
55889,-87.676,56.019,FORT SEVERN A,6012501,ON,-21.4,0.0,-2.0,0.0,-35.5,0.0,0.1,3.0,0.0,1221.0,0.0,2021,12,Ontario,Central
55895,-90.218,51.449,PICKLE LAKE (AUT),6016525,ON,-15.6,0.0,2.5,0.0,-29.9,0.0,30.8,0.0,10.0,1040.7,0.0,2021,12,Ontario,Central
55899,-93.967,48.633,BARWICK,6020559,ON,-10.8,0.0,7.5,0.0,-30.0,0.0,43.0,0.0,10.0,892.7,0.0,2021,12,Ontario,Central
55900,-91.628,48.761,ATIKOKAN (AUT),6020LPQ,ON,-10.6,0.0,4.5,0.0,-30.6,0.0,79.8,0.0,14.0,887.7,0.0,2021,12,Ontario,Central
55903,-92.744,49.828,DRYDEN REGIONAL,6032125,ON,-12.2,2.0,3.7,2.0,-29.5,2.0,5.9,3.0,3.0,875.1,0.0,2021,12,Ontario,Central
55905,-94.363,49.788,KENORA A,6034076,ON,-12.4,0.0,4.8,0.0,-31.8,0.0,25.2,0.0,6.0,943.8,0.0,2021,12,Ontario,Central
55906,-93.717,49.65,RAWSON LAKE,6036904,ON,-13.2,0.0,2.5,0.0,-31.0,0.0,36.4,0.0,12.0,966.3,0.0,2021,12,Ontario,Central
55913,-88.345,49.154,CAMERON FALLS (AUT),6041110,ON,-9.8,0.0,7.5,0.0,-25.2,0.0,56.5,0.0,11.0,860.8,0.0,2021,12,Ontario,Central
55920,-86.287,48.608,PUKASKWA (AUT),6046768,ON,-8.5,0.0,11.8,0.0,-25.1,0.0,123.7,0.0,16.0,820.3,0.0,2021,12,Ontario,Central
55924,-89.327,48.369,THUNDER BAY CS,6048268,ON,-8.7,0.0,10.4,0.0,-27.2,0.0,46.3,0.0,9.0,829.2,0.0,2021,12,Ontario,Central
55925,-90.467,49.033,UPSALA (AUT),6049095,ON,-12.1,0.0,3.6,0.0,-27.5,0.0,74.2,0.0,12.0,932.0,0.0,2021,12,Ontario,Central
55928,-84.814,47.723,LAKE SUPERIOR PROVINCIAL PARK,6054425,ON,-7.7,0.0,11.7,0.0,-24.5,0.0,169.6,0.0,22.0,796.4,0.0,2021,12,Ontario,Central
55929,-84.51,46.485,SAULT STE MARIE A,6057591,ON,-2.9,0.0,12.1,0.0,-18.4,0.0,102.2,0.0,19.0,649.2,0.0,2021,12,Ontario,Central
55935,-80.303,46.215,MONETVILLE 2,6065252,ON,-4.3,3.0,17.0,3.0,-25.0,3.0,75.7,3.0,13.0,623.2,0.0,2021,12,Ontario,Central
55938,-82.124,49.383,BONNER LAKE,6070QK6,ON,-13.0,2.0,9.0,1.0,-32.5,1.0,93.8,1.0,19.0,898.0,0.0,2021,12,Ontario,Central
55939,-79.849,47.695,EARLTON A,6072223,ON,-9.3,0.0,9.4,0.0,-27.0,0.0,24.9,0.0,4.0,845.3,0.0,2021,12,Ontario,Central
55948,-84.164,49.747,NAGAGAMI (AUT),6075543,ON,-13.8,0.0,9.0,0.0,-33.5,0.0,75.8,0.0,16.0,987.0,0.0,2021,12,Ontario,Central
55949,-85.901,51.659,OGOKI POST A,6075786,ON,-17.1,0.0,1.8,0.0,-30.5,0.0,20.0,0.0,2.0,1087.7,0.0,2021,12,Ontario,Central
55950,-81.39,48.557,TIMMINS CLIMATE,6078282,ON,-11.3,0.0,8.5,0.0,-30.7,0.0,76.5,0.0,15.0,908.2,0.0,2021,12,Ontario,Central
55954,-79.403,46.375,NORTH BAY AIRPORT,6085695,ON,-6.4,0.0,12.2,0.0,-23.1,0.0,94.5,0.0,17.0,756.3,0.0,2021,12,Ontario,Central
55956,-82.567,45.883,GORE BAY CLIMATE,6092920,ON,-1.7,0.0,11.3,0.0,-15.8,0.0,80.6,0.0,15.0,611.9,0.0,2021,12,Ontario,Central
55957,-76.113,45.186,APPLETON,6100285,ON,-3.1,1.0,16.0,1.0,-19.0,1.0,53.8,1.0,9.0,633.9,0.0,2021,12,Ontario,Central
55958,-75.748,44.635,BROCKVILLE CLIMATE,6100970,ON,-2.1,0.0,17.7,0.0,-18.4,0.0,62.6,0.0,9.0,621.6,0.0,2021,12,Ontario,Central
55961,-74.749,45.016,CORNWALL,6101874,ON,-2.2,1.0,17.5,1.0,-15.0,1.0,45.5,1.0,10.0,605.5,0.0,2021,12,Ontario,Central
55964,-76.69,44.428,HARTINGTON IHD,6103367,ON,-0.8,0.0,15.0,0.0,-15.0,0.0,71.4,0.0,12.0,582.3,0.0,2021,12,Ontario,Central
55969,-76.784,45.054,OMPAH-SEITZ,6105762,ON,-2.9,0.0,15.0,0.0,-18.0,0.0,78.0,0.0,12.0,648.2,0.0,2021,12,Ontario,Central
55976,-77.25,45.883,PETAWAWA HOFFMAN,610FC98,ON,-4.0,0.0,15.0,0.0,-17.5,0.0,62.1,0.0,13.0,683.1,0.0,2021,12,Ontario,Central
55977,-79.319,44.267,BALDWIN,6110480,ON,0.0,0.0,17.5,0.0,-15.0,0.0,39.8,0.0,9.0,558.3,0.0,2021,12,Ontario,Central
55979,-79.403,45.14,BEATRICE CLIMATE,6110607,ON,-3.8,1.0,16.8,1.0,-22.1,1.0,76.2,1.0,12.0,652.5,0.0,2021,12,Ontario,Central
55996,-81.717,43.767,GODERICH,6122847,ON,1.8,0.0,14.5,0.0,-6.2,0.0,44.5,0.0,12.0,502.0,0.0,2021,12,Ontario,Central
55998,-82.309,42.999,SARNIA,6127510,ON,1.8,2.0,16.9,2.0,-7.1,2.0,23.4,4.0,5.0,469.3,0.0,2021,12,Ontario,Central
56000,-81.633,45.233,TOBERMORY RCS,6128330,ON,0.0,0.0,11.5,0.0,-10.3,0.0,86.4,0.0,17.0,559.3,0.0,2021,12,Ontario,Central
56001,-83.094,42.103,AMHERSTBURG,6130257,ON,3.1,0.0,15.5,0.0,-6.5,0.0,71.8,0.0,11.0,460.8,0.0,2021,12,Ontario,Central
56003,-80.55,42.867,DELHI CS,6131983,ON,1.5,1.0,16.7,1.0,-8.2,1.0,86.0,1.0,10.0,494.9,0.0,2021,12,Ontario,Central
56004,-79.558,43.184,GRIMSBY MOUNTAIN,6133055,ON,2.4,0.0,17.5,0.0,-8.5,0.0,70.8,0.0,11.0,482.5,0.0,2021,12,Ontario,Central
56007,-81.636,42.514,NEW GLASGOW,6135583,ON,2.6,1.0,14.0,1.0,-7.0,1.0,83.0,1.0,11.0,462.0,0.0,2021,12,Ontario,Central
56024,-80.379,43.702,FERGUS MOE,6142402,ON,-0.6,11.0,15.0,6.0,-13.0,6.0,99.9,6.0,17.0,372.2,0.0,2021,12,Ontario,Central
56029,-81.15,43.033,LONDON CS,6144478,ON,1.2,0.0,16.3,0.0,-7.9,0.0,64.5,0.0,10.0,521.4,0.0,2021,12,Ontario,Central
56034,-77.395,44.151,BELLEVILLE,6150689,ON,0.7,1.0,14.5,1.0,-11.5,1.0,64.7,1.0,11.0,520.0,0.0,2021,12,Ontario,Central
56058,-78.363,44.23,PETERBOROUGH A,6166415,ON,-1.3,0.0,16.1,0.0,-17.5,0.0,59.9,0.0,9.0,597.5,0.0,2021,12,Ontario,Central
56062,-77.879,45.071,BANCROFT AUTO,616I001,ON,-4.2,0.0,14.7,0.0,-21.6,0.0,78.9,0.0,9.0,688.2,0.0,2021,12,Ontario,Central
56066,-71.972,46.691,DESCHAMBAULT,7011983,QC,-7.7,0.0,8.1,0.0,-26.3,0.0,117.2,0.0,14.0,798.2,0.0,2021,12,Quebec,Central
56086,-72.683,46.367,TROIS-RIVIERES,7018563,QC,-7.0,0.0,10.0,0.0,-24.1,0.0,80.5,0.0,11.0,774.1,0.0,2021,12,Quebec,Central
56092,-71.382,46.804,QUEBEC/JEAN LESAGE INTL,701S001,QC,-7.3,0.0,9.2,0.0,-25.7,0.0,117.3,1.0,14.0,785.0,0.0,2021,12,Quebec,Central
56101,-72.85,45.033,FRELIGHSBURG,7022579,QC,-2.9,2.0,14.9,2.0,-15.6,2.0,77.9,2.0,15.0,606.4,0.0,2021,12,Quebec,Central
56110,-71.824,45.369,LENNOXVILLE,7024280,QC,-4.1,0.0,13.9,0.0,-23.0,0.0,62.5,0.0,13.0,684.8,0.0,2021,12,Quebec,Central
56115,-73.741,45.471,MONTREAL INTL A,7025251,QC,-3.3,0.0,15.5,0.0,-16.2,0.0,82.0,0.0,10.0,659.7,0.0,2021,12,Quebec,Central
56130,-72.537,45.825,SAINT-GERMAIN-DE-GRANTHAM,7027470,QC,-4.9,0.0,14.5,0.0,-23.3,0.0,82.3,0.0,12.0,708.6,0.0,2021,12,Quebec,Central
56143,-71.266,46.049,THETFORD MINES RCS,7028442,QC,-6.7,0.0,10.0,0.0,-22.8,0.0,91.5,1.0,16.0,766.3,0.0,2021,12,Quebec,Central
56162,-75.992,46.275,MANIWAKI AIRPORT,7034482,QC,-6.7,2.0,14.1,2.0,-20.9,2.0,75.9,2.0,14.0,716.9,0.0,2021,12,Quebec,Central
56170,-68.2,49.133,BAIE-COMEAU A,7040442,QC,-8.1,0.0,4.4,0.0,-22.1,0.0,65.8,0.0,12.0,807.7,0.0,2021,12,Quebec,Central
56179,-71.148,47.323,FORET MONTMORENCY RCS,7042395,QC,-10.7,0.0,7.6,0.0,-27.3,0.0,119.0,1.0,17.0,889.0,0.0,2021,12,Quebec,Central
56181,-63.611,50.282,HAVRE ST. PIERRE,7043019,QC,-6.7,0.0,6.5,0.0,-23.3,0.0,82.6,1.0,10.0,765.1,0.0,2021,12,Quebec,Central
56187,-61.789,50.19,NATASHQUAN A,7045398,QC,-6.0,2.0,6.2,2.0,-22.6,2.0,33.9,3.0,7.0,695.1,0.0,2021,12,Quebec,Central
56192,-66.25,50.217,SEPT-ILES,7047914,QC,-7.9,0.0,3.8,0.0,-22.0,0.0,91.7,0.0,16.0,803.5,0.0,2021,12,Quebec,Central
56199,-65.325,49.251,CAP-MADELEINE,7051163,QC,-3.4,0.0,8.3,0.0,-12.9,0.0,54.8,0.0,11.0,662.1,0.0,2021,12,Quebec,Central
56200,-67.253,48.309,CAUSAPSCAL AIRPORT,7051201,QC,-8.4,0.0,5.6,0.0,-24.8,0.0,87.0,0.0,12.0,817.8,0.0,2021,12,Quebec,Central
